0.020000, 19.961565, -0.067081
0.040000, 19.846332, -0.133916
0.060000, 19.654724, -0.200255
0.080000, 19.387451, -0.265855
0.100000, 19.045500, -0.330470
0.120000, 18.630139, -0.393858
0.140000, 18.142912, -0.455781
0.160000, 17.585632, -0.516004
0.180000, 16.960383, -0.574296
0.200000, 16.269507, -0.630430
0.220000, 15.515605, -0.684189
0.240000, 14.701521, -0.735359
0.260000, 13.830342, -0.783737
0.280000, 12.905382, -0.829127
0.300000, 11.930175, -0.871343
0.320000, 10.908458, -0.910213
0.340000, 9.844165, -0.945573
0.360000, 8.741405, -0.977276
0.380000, 7.604452, -1.005186
0.400000, 6.437722, -1.029184
0.420000, 5.245764, -1.049167
0.440000, 4.033233, -1.065048
0.460000, 2.804874, -1.076758
0.480000, 1.565501, -1.084246
0.500000, 0.319977, -1.087478
0.520000, -0.926808, -1.086440
0.540000, -2.169959, -1.081138
0.560000, -3.404596, -1.071593
0.580000, -4.625878, -1.057849
0.600000, -5.829021, -1.039965
0.620000, -7.009320, -1.018019
0.640000, -8.162171, -0.992105
0.660000, -9.283085, -0.962336
0.680000, -10.367713, -0.928838
0.700000, -11.411859, -0.891752
0.720000, -12.411497, -0.851234
0.740000, -13.362786, -0.807451
0.760000, -14.262085, -0.760584
0.780000, -15.105965, -0.710822
0.800000, -15.891221, -0.658365
0.820000, -16.614883, -0.603422
0.840000, -17.274221, -0.546209
0.860000, -17.866761, -0.486947
0.880000, -18.390283, -0.425865
0.900000, -18.842834, -0.363195
0.920000, -19.222731, -0.299176
0.940000, -19.528563, -0.234048
0.960000, -19.759198, -0.168053
0.980000, -19.913782, -0.101437
1.000000, -19.991743, -0.034446
1.020000, -19.992796, 0.032673
1.040000, -19.916934, 0.099671
1.060000, -19.764438, 0.166301
1.080000, -19.535870, 0.232317
1.100000, -19.232076, 0.297474
1.120000, -18.854181, 0.361527
1.140000, -18.403585, 0.424238
1.160000, -17.881966, 0.485368
1.180000, -17.291269, 0.544685
1.200000, -16.633705, 0.601960
1.220000, -15.911742, 0.656970
1.240000, -15.128101, 0.709500
1.260000, -14.285747, 0.759340
1.280000, -13.387878, 0.806291
1.300000, -12.437916, 0.850163
1.320000, -11.439497, 0.890775
1.340000, -10.396456, 0.927960
1.360000, -9.312813, 0.961560
1.380000, -8.192761, 0.991436
1.400000, -7.040645, 1.017458
1.420000, -5.860950, 1.039516
1.440000, -4.658278, 1.057514
1.460000, -3.437330, 1.071373
1.480000, -2.202889, 1.081034
1.500000, -0.959796, 1.086454
1.520000, 0.287071, 1.087608
1.540000, 1.532815, 1.084493
1.560000, 2.772546, 1.077121
1.580000, 4.001400, 1.065525
1.600000, 5.214559, 1.049755
1.620000, 6.407277, 1.029881
1.640000, 7.574893, 1.005989
1.660000, 8.712858, 0.978181
1.680000, 9.816748, 0.946577
1.700000, 10.882286, 0.911311
1.720000, 11.905355, 0.872530
1.740000, 12.882018, 0.830397
1.760000, 13.808530, 0.785086
1.780000, 14.681351, 0.736781
1.800000, 15.497159, 0.685677
1.820000, 16.252862, 0.631979
1.840000, 16.945605, 0.575898
1.860000, 17.572782, 0.517654
1.880000, 18.132042, 0.457472
1.900000, 18.621294, 0.395582
1.920000, 19.038715, 0.332220
1.940000, 19.382754, 0.267625
