0.020000, 19.961565, -0.067081
0.040000, 19.846332, -0.133916
0.060000, 19.654724, -0.200255
0.080000, 19.387451, -0.265855
0.100000, 19.045500, -0.330470
0.120000, 18.630139, -0.393859
0.140000, 18.142910, -0.455783
0.160000, 17.585629, -0.516006
0.180000, 16.960378, -0.574298
0.200000, 16.269499, -0.630434
0.220000, 15.515592, -0.684194
0.240000, 14.701503, -0.735365
0.260000, 13.830318, -0.783744
0.280000, 12.905350, -0.829135
0.300000, 11.930133, -0.871353
0.320000, 10.908406, -0.910224
0.340000, 9.844101, -0.945585
0.360000, 8.741327, -0.977289
0.380000, 7.604358, -1.005200
0.400000, 6.437613, -1.029199
0.420000, 5.245637, -1.049183
0.440000, 4.033088, -1.065065
0.460000, 2.804710, -1.076775
0.480000, 1.565319, -1.084262
0.500000, 0.319776, -1.087493
0.520000, -0.927026, -1.086455
0.540000, -2.170194, -1.081152
0.560000, -3.404847, -1.071606
0.580000, -4.626143, -1.057860
0.600000, -5.829297, -1.039974
0.620000, -7.009606, -1.018026
0.640000, -8.162464, -0.992110
0.660000, -9.283383, -0.962338
0.680000, -10.368013, -0.928837
0.700000, -11.412158, -0.891749
0.720000, -12.411791, -0.851228
0.740000, -13.363073, -0.807443
0.760000, -14.262362, -0.760573
0.780000, -15.106229, -0.710809
0.800000, -15.891470, -0.658350
0.820000, -16.615114, -0.603405
0.840000, -17.274432, -0.546190
0.860000, -17.866949, -0.486926
0.880000, -18.390448, -0.425843
0.900000, -18.842974, -0.363173
0.920000, -19.222844, -0.299153
0.940000, -19.528649, -0.234023
0.960000, -19.759255, -0.168028
0.980000, -19.913810, -0.101412
1.000000, -19.991744, -0.034420
1.020000, -19.992767, 0.032698
1.040000, -19.916877, 0.099696
1.060000, -19.764352, 0.166326
1.080000, -19.535757, 0.232342
1.100000, -19.231935, 0.297498
1.120000, -18.854011, 0.361551
1.140000, -18.403389, 0.424262
1.160000, -17.881743, 0.485392
1.180000, -17.291019, 0.544709
1.200000, -16.633428, 0.601983
1.220000, -15.911439, 0.656994
1.240000, -15.127772, 0.709523
1.260000, -14.285391, 0.759364
1.280000, -13.387495, 0.806315
1.300000, -12.437506, 0.850187
1.320000, -11.439060, 0.890800
1.340000, -10.395992, 0.927984
1.360000, -9.312323, 0.961584
1.380000, -8.192244, 0.991459
1.400000, -7.040103, 1.017481
1.420000, -5.860382, 1.039538
1.440000, -4.657685, 1.057535
1.460000, -3.436714, 1.071393
1.480000, -2.202251, 1.081052
1.500000, -0.959138, 1.086470
1.520000, 0.287746, 1.087623
1.540000, 1.533505, 1.084504
1.560000, 2.773249, 1.077130
1.580000, 4.002111, 1.065531
1.600000, 5.215276, 1.049758
1.620000, 6.407995, 1.029880
1.640000, 7.575609, 1.005984
1.660000, 8.713567, 0.978173
1.680000, 9.817446, 0.946565
1.700000, 10.882968, 0.911294
1.720000, 11.906018, 0.872510
1.740000, 12.882657, 0.830374
1.760000, 13.809140, 0.785059
1.780000, 14.681928, 0.736750
1.800000, 15.497699, 0.685643
1.820000, 16.253362, 0.631942
1.840000, 16.946061, 0.575858
1.860000, 17.573192, 0.517612
1.880000, 18.132402, 0.457427
1.900000, 18.621603, 0.395536
1.920000, 19.038970, 0.332173
1.940000, 19.382954, 0.267577
